Unnamed: 0,plant1_train_mea_ddhr,plant1_train_tem_in_loc1,plant1_train_hum_in_loc1,plant1_train_tem_coil_loc1,plant1_train_tem_in_loc2,plant1_train_hum_in_loc2,plant1_train_tem_coil_loc2,plant1_train_tem_in_loc3,plant1_train_hum_in_loc3,plant1_train_tem_coil_loc3,plant1_train_tem_out_loc1,plant1_train_hum_out_loc1,plant1_train_cond_loc1,plant1_train_cond_loc2,plant1_train_cond_loc3,year,moth,day,hour,min
15669,2018-05-21 9:00,20.87,40.81,20.94,19.62,43.62,19.79,18.7,47.1,19.26,18.88,44.81,0.0,0.0,0.0,2018,5,21,9,0
15671,2018-05-21 10:00,21.45,41.73,21.2,20.44,44.14,19.87,19.62,46.79,19.33,20.84,42.19,0.0,0.0,0.0,2018,5,21,10,0
15673,2018-05-21 11:00,22.12,42.09,20.97,21.36,43.59,19.91,20.41,46.61,19.52,20.38,44.63,0.0,0.0,0.0,2018,5,21,11,0
15675,2018-05-21 12:00,22.82,41.97,21.36,22.03,42.7,20.1,21.23,45.18,19.52,20.56,44.87,0.0,0.0,0.0,2018,5,21,12,0
15677,2018-05-21 13:00,23.49,40.96,21.58,22.61,42.4,20.06,22.09,44.23,19.71,21.17,43.77,0.0,0.0,0.0,2018,5,21,13,0
15679,2018-05-21 14:00,23.92,40.26,21.62,22.94,41.79,20.21,22.3,43.71,19.87,21.66,43.44,0.0,0.0,0.0,2018,5,21,14,0
15681,2018-05-21 15:00,24.13,40.93,21.74,23.19,42.0,20.29,22.67,43.71,20.02,21.84,41.88,0.0,0.0,0.0,2018,5,21,15,0
15683,2018-05-21 16:00,24.1,40.66,21.78,23.13,42.4,20.29,22.67,44.2,20.02,22.36,42.34,0.0,0.0,0.0,2018,5,21,16,0
15685,2018-05-21 17:00,24.26,44.69,21.97,23.03,45.79,20.33,22.3,48.2,20.1,20.04,50.18,0.0,0.0,0.0,2018,5,21,17,0
15687,2018-05-21 18:00,23.43,42.8,21.74,23.25,43.47,20.29,21.63,46.92,20.02,18.0,53.63,0.0,0.0,0.0,2018,5,21,18,0
15689,2018-05-21 19:00,22.58,43.47,21.47,22.48,44.14,20.36,20.78,48.11,19.91,17.48,54.4,0.0,0.0,0.0,2018,5,21,19,0
15691,2018-05-21 20:00,22.18,43.5,21.16,21.78,44.9,20.33,20.29,49.54,19.83,16.72,58.82,0.0,0.0,0.0,2018,5,21,20,0
15693,2018-05-21 21:00,22.24,46.06,21.47,21.05,48.81,20.33,19.71,53.17,19.75,16.78,61.36,0.0,0.0,0.0,2018,5,21,21,0
15695,2018-05-21 22:00,22.27,45.7,21.24,20.16,52.29,20.17,19.19,54.52,19.68,16.59,61.08,0.0,0.0,0.0,2018,5,21,22,0
15697,2018-05-21 23:00,22.03,47.77,21.47,19.43,55.95,20.06,18.33,62.09,19.33,16.04,68.28,0.0,0.0,0.0,2018,5,21,23,0
15699,2018-05-22 0:00,21.75,51.68,21.32,19.68,57.05,20.13,18.67,59.8,19.56,16.11,67.61,0.0,0.0,0.0,2018,5,22,0,0
15701,2018-05-22 1:00,21.48,53.24,21.32,19.28,58.3,20.21,18.42,60.65,19.45,15.43,71.28,0.0,0.0,0.0,2018,5,22,1,0
15703,2018-05-22 2:00,21.08,54.79,21.09,18.76,62.67,19.91,17.91,66.03,19.29,14.85,75.4,0.0,0.0,0.0,2018,5,22,2,0
15705,2018-05-22 3:00,20.78,55.8,20.86,18.7,63.16,19.71,17.72,67.12,19.26,14.64,77.78,0.0,0.0,0.0,2018,5,22,3,0
15707,2018-05-22 4:00,20.53,57.17,20.71,18.58,64.77,19.75,17.66,69.35,19.18,14.43,79.46,0.0,0.0,0.0,2018,5,22,4,0
15709,2018-05-22 5:00,20.35,58.39,20.55,18.33,65.96,19.68,17.51,69.99,19.1,14.98,79.03,0.0,0.0,0.0,2018,5,22,5,0
15711,2018-05-22 6:00,20.2,59.58,20.44,18.33,66.91,19.56,17.45,71.52,18.99,15.71,78.24,0.0,0.0,0.0,2018,5,22,6,0
15713,2018-05-22 7:00,20.23,60.99,20.48,18.91,66.45,19.64,18.21,69.29,19.14,18.09,68.1,0.0,0.0,0.0,2018,5,22,7,0
15715,2018-05-22 8:00,20.68,61.81,20.44,19.62,65.51,19.6,19.0,66.27,19.14,18.7,65.87,0.0,0.0,0.0,2018,5,22,8,0
15717,2018-05-22 9:00,21.17,60.84,20.71,20.29,63.43,19.68,19.68,65.84,19.37,19.4,63.64,0.0,0.0,0.0,2018,5,22,9,0
15719,2018-05-22 10:00,21.81,59.8,20.78,21.17,60.5,19.79,20.78,62.03,19.56,21.94,54.06,0.0,0.0,0.0,2018,5,22,10,0
15721,2018-05-22 11:00,22.48,57.69,20.9,21.94,58.49,19.98,21.63,59.43,19.75,22.45,52.87,0.0,0.0,0.0,2018,5,22,11,0
15723,2018-05-22 12:00,23.34,54.49,21.2,22.58,55.65,20.1,22.36,56.01,19.75,24.04,47.68,0.0,0.0,0.0,2018,5,22,12,0
15725,2018-05-22 13:00,23.61,51.65,21.36,22.73,52.93,20.13,22.61,52.63,19.91,22.45,48.81,0.0,0.0,0.0,2018,5,22,13,0
15727,2018-05-22 14:00,23.8,49.73,21.39,22.79,50.73,20.25,22.42,51.65,19.91,21.9,49.57,0.0,0.0,0.0,2018,5,22,14,0
15729,2018-05-22 15:00,23.98,51.86,21.62,22.97,53.6,20.25,22.24,56.41,20.02,20.5,59.0,0.0,0.0,0.0,2018,5,22,15,0
15731,2018-05-22 16:00,23.34,54.7,21.47,22.42,57.2,20.29,21.29,61.36,19.75,19.13,66.45,0.0,0.0,0.0,2018,5,22,16,0
15733,2018-05-22 17:00,23.03,56.47,21.32,21.81,60.62,20.21,20.81,64.71,19.79,17.81,71.73,0.0,0.0,0.0,2018,5,22,17,0
15735,2018-05-22 18:00,22.73,58.76,21.28,21.57,62.36,20.25,20.2,68.07,19.6,16.93,78.6,0.0,0.0,0.0,2018,5,22,18,0
15737,2018-05-22 19:00,22.61,59.8,21.2,20.96,65.14,20.13,19.52,69.93,19.56,15.77,84.8,0.0,0.0,0.0,2018,5,22,19,0
15739,2018-05-22 20:00,22.12,61.84,20.82,20.35,67.98,19.98,19.31,72.19,19.49,16.01,85.32,0.0,0.0,0.0,2018,5,22,20,0
15741,2018-05-22 21:00,21.81,63.86,20.9,19.95,71.28,19.91,18.91,75.24,19.49,16.11,88.55,0.0,0.0,0.0,2018,5,22,21,0
15743,2018-05-22 22:00,21.63,66.06,21.05,19.8,73.23,19.87,18.91,77.78,19.45,16.23,88.8,0.0,0.0,0.0,2018,5,22,22,0
15745,2018-05-22 23:00,21.51,67.49,20.86,19.58,75.49,19.83,18.73,79.21,19.26,16.32,89.44,0.0,0.0,0.0,2018,5,22,23,0
15747,2018-05-23 0:00,21.29,68.59,20.78,19.52,76.5,19.79,18.58,80.34,19.41,16.41,91.21,0.0,0.0,0.0,2018,5,23,0,0
15749,2018-05-23 1:00,21.32,69.14,20.63,19.43,77.08,19.71,18.55,80.31,19.26,15.71,91.58,0.0,0.0,0.0,2018,5,23,1,0
15751,2018-05-23 2:00,20.47,68.86,20.4,19.19,76.53,19.68,18.39,79.64,19.29,15.22,92.28,0.0,0.0,0.0,2018,5,23,2,0
15753,2018-05-23 3:00,20.56,68.8,20.25,19.28,75.09,19.6,18.27,78.57,19.14,14.95,92.55,0.0,0.0,0.0,2018,5,23,3,0
15755,2018-05-23 4:00,20.71,69.54,20.4,19.04,75.55,19.56,18.0,80.07,19.03,14.85,92.74,0.0,0.0,0.0,2018,5,23,4,0
15757,2018-05-23 5:00,20.13,69.99,20.13,19.28,74.21,19.6,18.24,79.03,19.1,15.31,90.93,0.0,0.0,0.0,2018,5,23,5,0
15759,2018-05-23 6:00,20.04,67.77,19.94,19.22,72.56,19.56,18.21,75.76,19.03,15.46,82.33,0.0,0.0,0.0,2018,5,23,6,0
15761,2018-05-23 7:00,20.01,62.03,20.02,19.55,66.39,19.49,18.67,69.26,19.03,17.6,66.21,0.0,0.0,0.0,2018,5,23,7,0
15763,2018-05-23 8:00,20.26,57.69,20.02,20.32,59.58,19.71,19.25,63.31,19.14,19.95,55.31,0.0,0.0,0.0,2018,5,23,8,0
15765,2018-05-23 9:00,20.9,53.88,20.25,20.99,54.67,19.71,19.95,58.24,19.33,21.48,47.04,0.0,0.0,0.0,2018,5,23,9,0
15767,2018-05-23 10:00,21.51,51.31,20.55,21.66,51.07,19.87,20.47,54.55,19.37,21.26,45.94,0.0,0.0,0.0,2018,5,23,10,0
15769,2018-05-23 11:00,21.97,46.76,21.13,22.21,47.34,20.06,20.87,51.53,19.41,20.29,48.32,0.0,0.0,0.0,2018,5,23,11,0
15771,2018-05-23 12:00,21.81,46.03,20.52,22.33,45.67,20.02,20.9,50.43,19.45,19.22,51.56,0.0,0.0,0.0,2018,5,23,12,0
15773,2018-05-23 13:00,22.06,45.73,20.86,22.61,45.05,20.1,21.08,48.9,19.49,18.88,52.05,0.0,0.0,0.0,2018,5,23,13,0
15775,2018-05-23 14:00,22.97,41.85,21.16,22.79,42.37,20.21,21.26,50.43,19.49,18.7,49.91,0.0,0.0,0.0,2018,5,23,14,0
15777,2018-05-23 15:00,23.52,36.63,21.47,23.19,39.22,20.33,21.75,41.21,19.75,19.65,41.36,0.0,0.0,0.0,2018,5,23,15,0
15779,2018-05-23 16:00,23.37,40.05,21.47,23.25,38.74,20.29,21.75,44.14,19.71,18.67,50.76,0.0,0.0,0.0,2018,5,23,16,0
15781,2018-05-23 17:00,22.97,40.02,21.43,22.61,40.51,20.36,21.48,43.16,19.91,19.07,44.29,0.0,0.0,0.0,2018,5,23,17,0
15783,2018-05-23 18:00,22.85,41.3,21.39,22.3,42.0,20.33,21.32,45.76,19.75,18.79,51.1,0.0,0.0,0.0,2018,5,23,18,0
15785,2018-05-23 19:00,21.84,43.07,21.05,20.96,45.54,20.25,19.86,49.57,19.68,16.96,55.71,0.0,0.0,0.0,2018,5,23,19,0
15787,2018-05-23 20:00,21.2,43.77,20.78,21.11,44.32,20.21,19.55,48.2,19.49,15.53,56.9,0.0,0.0,0.0,2018,5,23,20,0
15789,2018-05-23 21:00,20.59,47.86,20.4,20.38,47.31,20.06,18.91,51.43,19.41,14.61,63.37,0.0,0.0,0.0,2018,5,23,21,0
15791,2018-05-23 22:00,20.23,49.3,20.48,19.43,50.43,19.83,18.03,54.64,19.18,13.42,68.32,0.0,0.0,0.0,2018,5,23,22,0
15793,2018-05-23 23:00,20.1,48.87,20.25,18.42,53.39,19.75,17.51,56.38,19.1,13.02,70.76,0.0,0.0,0.0,2018,5,23,23,0
15795,2018-05-24 0:00,19.62,50.4,20.17,17.88,55.65,19.56,17.08,59.0,18.91,12.53,76.62,0.0,0.0,0.0,2018,5,24,0,0
15797,2018-05-24 1:00,18.97,54.73,19.91,17.39,59.68,19.37,16.62,62.85,18.76,12.01,80.59,0.0,0.0,0.0,2018,5,24,1,0
15799,2018-05-24 2:00,18.82,54.4,19.79,16.9,60.71,19.29,16.26,62.64,18.68,12.17,75.92,0.0,0.0,0.0,2018,5,24,2,0
15801,2018-05-24 3:00,18.61,54.88,19.64,16.32,62.58,19.1,15.77,65.26,18.38,11.47,82.42,0.0,0.0,0.0,2018,5,24,3,0
15803,2018-05-24 4:00,18.24,56.07,19.52,16.01,63.74,18.91,15.4,66.58,18.26,11.07,82.66,0.0,0.0,0.0,2018,5,24,4,0
15805,2018-05-24 5:00,17.88,55.77,19.37,15.83,63.16,18.91,15.4,65.29,18.04,11.16,80.53,0.0,0.0,0.0,2018,5,24,5,0
15807,2018-05-24 6:00,18.06,56.07,19.22,15.71,63.55,18.72,15.19,64.84,17.96,11.95,75.46,0.0,0.0,0.0,2018,5,24,6,0
15809,2018-05-24 7:00,18.18,54.4,19.14,16.29,59.95,18.57,15.8,61.63,18.11,15.56,58.58,0.0,0.0,0.0,2018,5,24,7,0
15811,2018-05-24 8:00,18.7,49.45,19.37,17.66,52.26,18.84,17.05,54.73,18.19,18.85,44.29,0.0,0.0,0.0,2018,5,24,8,0
15813,2018-05-24 9:00,19.55,45.82,19.52,19.04,46.55,18.99,18.58,49.18,18.49,22.55,36.51,0.0,0.0,0.0,2018,5,24,9,0
15815,2018-05-24 10:00,20.53,36.14,19.94,20.07,40.02,19.14,20.07,40.51,18.72,25.81,20.42,0.0,0.0,0.0,2018,5,24,10,0
15817,2018-05-24 11:00,21.42,31.56,20.1,21.11,32.3,19.29,21.23,33.97,18.95,25.23,22.95,0.0,0.0,0.0,2018,5,24,11,0
15819,2018-05-24 12:00,22.33,33.03,20.33,21.9,32.66,19.45,21.97,36.9,19.07,25.66,26.19,0.0,0.0,0.0,2018,5,24,12,0
15821,2018-05-24 13:00,22.91,34.34,20.59,22.73,33.12,19.64,22.42,33.7,19.14,25.54,26.13,0.0,0.0,0.0,2018,5,24,13,0
15823,2018-05-24 14:00,23.49,31.56,20.59,23.37,31.44,19.79,23.22,31.72,19.41,25.29,24.24,0.0,0.0,0.0,2018,5,24,14,0
15825,2018-05-24 15:00,23.92,30.19,20.9,23.8,29.76,19.94,23.61,30.83,19.52,24.62,26.8,0.0,0.0,0.0,2018,5,24,15,0
15827,2018-05-24 16:00,24.29,31.04,21.09,24.07,30.49,20.02,23.83,31.62,19.83,24.19,28.94,0.0,0.0,0.0,2018,5,24,16,0
15829,2018-05-24 17:00,24.32,32.45,21.7,24.04,32.05,20.13,23.71,35.78,19.94,23.46,33.18,0.0,0.0,0.0,2018,5,24,17,0
15831,2018-05-24 18:00,24.13,35.38,21.43,23.8,35.04,20.17,23.34,36.97,19.91,22.67,37.06,0.0,0.0,0.0,2018,5,24,18,0
15833,2018-05-24 19:00,23.86,38.8,21.05,23.28,38.98,20.06,22.7,41.21,19.87,20.84,44.6,0.0,0.0,0.0,2018,5,24,19,0
15835,2018-05-24 20:00,23.03,41.18,20.94,22.67,41.48,20.1,21.81,43.56,19.83,19.04,48.17,0.0,0.0,0.0,2018,5,24,20,0
15837,2018-05-24 21:00,22.15,42.86,20.9,21.81,43.44,20.02,20.96,45.88,19.56,18.09,51.71,0.0,0.0,0.0,2018,5,24,21,0
15839,2018-05-24 22:00,21.42,45.45,20.52,21.23,45.63,19.87,20.44,47.83,19.64,17.36,54.91,0.0,0.0,0.0,2018,5,24,22,0
15841,2018-05-24 23:00,21.02,48.17,20.52,20.41,49.39,19.91,19.65,52.2,19.45,16.56,61.48,0.0,0.0,0.0,2018,5,24,23,0
15843,2018-05-25 0:00,20.38,51.83,20.29,19.77,52.9,19.68,19.13,55.68,19.33,15.65,65.57,0.0,0.0,0.0,2018,5,25,0,0
15845,2018-05-25 1:00,20.16,50.85,20.21,19.28,53.82,19.64,18.82,55.53,19.33,15.31,64.53,0.0,0.0,0.0,2018,5,25,1,0
15847,2018-05-25 2:00,19.98,49.27,20.17,19.0,52.84,19.71,18.42,53.72,19.26,15.22,60.74,0.0,0.0,0.0,2018,5,25,2,0
15849,2018-05-25 3:00,19.92,47.92,20.21,18.67,51.28,19.6,18.12,52.41,19.14,15.19,57.45,0.0,0.0,0.0,2018,5,25,3,0
15851,2018-05-25 4:00,19.74,48.69,20.13,18.24,52.66,19.49,17.84,54.06,19.03,14.67,60.93,0.0,0.0,0.0,2018,5,25,4,0
15853,2018-05-25 5:00,19.16,51.98,19.83,17.81,55.25,19.45,17.39,56.65,18.84,13.69,66.39,0.0,0.0,0.0,2018,5,25,5,0
15855,2018-05-25 6:00,18.97,51.34,19.68,17.69,55.22,19.26,17.17,56.68,18.76,15.19,63.43,0.0,0.0,0.0,2018,5,25,6,0
15857,2018-05-25 7:00,19.34,49.82,19.75,18.49,52.17,19.26,18.0,53.82,18.84,18.67,49.3,0.0,0.0,0.0,2018,5,25,7,0
15859,2018-05-25 8:00,19.92,49.05,19.91,19.34,50.4,19.49,19.07,51.68,19.18,22.0,42.25,0.0,0.0,0.0,2018,5,25,8,0
15861,2018-05-25 9:00,20.9,44.9,20.17,20.59,44.78,19.64,20.35,44.93,19.29,24.68,30.62,0.0,0.0,0.0,2018,5,25,9,0
15863,2018-05-25 10:00,21.72,39.71,20.44,21.48,40.11,19.83,21.57,41.0,19.52,26.27,28.21,0.0,0.0,0.0,2018,5,25,10,0
15865,2018-05-25 11:00,22.85,36.9,20.82,22.52,36.72,20.02,22.67,37.3,19.68,26.85,28.72,0.0,0.0,0.0,2018,5,25,11,0
15867,2018-05-25 12:00,23.61,37.21,20.97,23.31,36.23,20.13,23.4,35.07,19.79,24.9,28.94,0.0,0.0,0.0,2018,5,25,12,0
15869,2018-05-25 13:00,24.53,32.91,21.28,24.04,34.71,20.33,23.95,34.43,19.94,25.6,29.88,0.0,0.0,0.0,2018,5,25,13,0
15871,2018-05-25 14:00,24.93,31.62,21.24,24.22,34.22,20.4,23.95,39.1,20.13,21.78,42.98,0.0,0.0,0.0,2018,5,25,14,0
15873,2018-05-25 15:00,25.14,29.55,21.66,24.56,32.81,20.44,23.95,34.62,20.21,21.72,37.91,0.0,0.0,0.0,2018,5,25,15,0
15875,2018-05-25 16:00,24.71,34.16,21.81,24.44,33.76,20.44,23.49,35.32,20.21,20.38,40.23,0.0,0.0,0.0,2018,5,25,16,0
15877,2018-05-25 17:00,23.68,36.2,21.81,24.04,35.04,20.55,22.91,37.52,20.1,20.01,40.17,0.0,0.0,0.0,2018,5,25,17,0
15879,2018-05-25 18:00,23.4,32.69,21.81,23.77,31.62,20.52,22.58,37.79,20.13,19.43,44.99,0.0,0.0,0.0,2018,5,25,18,0
15881,2018-05-25 19:00,23.28,29.58,21.74,23.4,31.44,20.63,22.15,32.57,20.21,19.89,35.2,0.0,0.0,0.0,2018,5,25,19,0
15883,2018-05-25 20:00,23.06,30.53,21.85,22.88,31.32,20.48,21.69,33.67,20.1,19.4,35.29,0.0,0.0,0.0,2018,5,25,20,0
15885,2018-05-25 21:00,23.25,33.79,21.78,22.58,33.39,20.63,21.45,36.17,20.17,19.13,39.32,0.0,0.0,0.0,2018,5,25,21,0
15887,2018-05-25 22:00,23.1,37.18,21.62,22.15,37.0,20.52,21.17,40.63,20.06,18.09,47.74,0.0,0.0,0.0,2018,5,25,22,0
15889,2018-05-25 23:00,22.82,39.96,21.66,21.6,40.9,20.52,20.78,44.11,20.13,17.23,53.3,0.0,0.0,0.0,2018,5,25,23,0
15891,2018-05-26 0:00,22.82,40.08,21.55,20.99,45.76,20.52,20.23,49.51,19.98,16.75,60.68,0.0,0.0,0.0,2018,5,26,0,0
15893,2018-05-26 1:00,22.27,43.59,21.47,20.35,48.44,20.36,19.52,52.38,19.87,15.95,63.64,0.0,0.0,0.0,2018,5,26,1,0
15895,2018-05-26 2:00,21.6,48.29,21.2,19.71,53.88,20.17,18.73,55.59,19.71,14.46,72.53,0.0,0.0,0.0,2018,5,26,2,0
15897,2018-05-26 3:00,21.39,49.08,21.05,19.46,55.1,20.29,18.82,58.06,19.71,15.86,67.77,0.0,0.0,0.0,2018,5,26,3,0
15899,2018-05-26 4:00,21.05,51.65,21.2,18.91,58.94,20.17,18.12,62.3,19.45,13.66,78.97,0.0,0.0,0.0,2018,5,26,4,0
15901,2018-05-26 5:00,20.5,53.91,20.82,18.36,61.6,19.87,17.72,63.8,19.37,13.21,81.5,0.0,0.0,0.0,2018,5,26,5,0
15903,2018-05-26 6:00,20.26,55.1,20.63,18.06,63.55,19.75,17.26,66.73,19.26,14.12,80.98,0.0,0.0,0.0,2018,5,26,6,0
15905,2018-05-26 7:00,20.07,55.19,20.52,18.42,62.03,19.91,17.84,64.13,19.37,17.6,63.16,0.0,0.0,0.0,2018,5,26,7,0
15907,2018-05-26 8:00,20.56,56.78,20.48,19.55,60.23,19.94,19.22,61.84,19.49,21.54,53.57,0.0,0.0,0.0,2018,5,26,8,0
15909,2018-05-26 9:00,21.32,55.65,20.78,20.74,57.81,20.1,20.26,59.46,19.68,23.06,46.15,0.0,0.0,0.0,2018,5,26,9,0
15911,2018-05-26 10:00,22.24,53.75,20.86,21.72,54.7,20.21,21.45,54.88,19.91,25.38,37.94,0.0,0.0,0.0,2018,5,26,10,0
15913,2018-05-26 11:00,23.22,47.41,21.32,22.79,47.22,20.44,22.61,47.19,20.1,25.96,34.19,0.0,0.0,0.0,2018,5,26,11,0
15915,2018-05-26 12:00,24.16,40.08,21.58,23.64,41.42,20.59,23.49,43.04,20.29,24.87,36.17,0.0,0.0,0.0,2018,5,26,12,0
15917,2018-05-26 13:00,24.87,39.84,21.93,24.29,41.06,20.78,24.07,41.61,20.36,24.07,38.74,0.0,0.0,0.0,2018,5,26,13,0
15919,2018-05-26 14:00,25.32,39.47,22.04,24.71,41.0,20.97,24.13,42.46,20.59,22.52,43.1,0.0,0.0,0.0,2018,5,26,14,0
15921,2018-05-26 15:00,25.75,41.33,22.39,25.11,41.48,21.01,24.47,43.99,20.74,22.94,45.97,0.0,0.0,0.0,2018,5,26,15,0
15923,2018-05-26 16:00,26.39,39.04,22.61,25.32,40.42,21.16,24.62,42.64,20.78,24.07,42.25,0.0,0.0,0.0,2018,5,26,16,0
15925,2018-05-26 17:00,26.51,37.21,23.07,25.48,39.35,21.24,24.65,42.61,20.9,22.36,45.54,0.0,0.0,0.0,2018,5,26,17,0
15927,2018-05-26 18:00,25.45,44.54,22.81,24.74,44.84,21.05,23.52,48.32,20.78,21.08,52.72,0.0,0.0,0.0,2018,5,26,18,0
15929,2018-05-26 19:00,24.84,47.65,22.73,24.19,48.08,21.05,22.91,53.51,20.86,19.89,62.0,0.0,0.0,0.0,2018,5,26,19,0
15931,2018-05-26 20:00,23.89,45.39,22.35,23.89,46.64,21.16,22.36,47.62,20.74,19.49,46.79,0.0,0.0,0.0,2018,5,26,20,0
15933,2018-05-26 21:00,23.92,40.11,22.5,23.49,43.68,21.16,22.03,48.63,20.67,19.04,54.64,0.0,0.0,0.0,2018,5,26,21,0
15935,2018-05-26 22:00,23.8,42.77,22.42,22.76,45.05,21.09,21.39,50.73,20.63,18.24,60.44,0.0,0.0,0.0,2018,5,26,22,0
15937,2018-05-26 23:00,23.31,49.76,22.19,21.97,52.23,21.09,21.17,55.46,20.55,17.51,67.92,0.0,0.0,0.0,2018,5,26,23,0
15939,2018-05-27 0:00,22.85,51.1,22.04,21.54,54.85,20.74,20.59,57.75,20.67,17.3,67.92,0.0,0.0,0.0,2018,5,27,0,0
15941,2018-05-27 1:00,22.79,50.37,22.0,21.51,53.48,20.86,20.62,56.01,20.52,18.21,60.41,0.0,0.0,0.0,2018,5,27,1,0
15943,2018-05-27 2:00,22.36,48.41,21.97,21.17,52.87,21.01,20.29,54.85,20.55,16.78,62.97,0.0,0.0,0.0,2018,5,27,2,0
15945,2018-05-27 3:00,22.03,47.37,21.93,20.62,51.43,20.9,19.68,54.24,20.25,16.68,59.68,0.0,0.0,0.0,2018,5,27,3,0
15947,2018-05-27 4:00,21.66,48.17,21.85,20.1,52.23,20.78,19.37,53.79,20.21,15.89,59.86,0.0,0.0,0.0,2018,5,27,4,0
15949,2018-05-27 5:00,21.36,50.15,21.62,19.68,54.3,20.63,18.79,56.81,20.06,15.31,65.78,0.0,0.0,0.0,2018,5,27,5,0
15951,2018-05-27 6:00,21.11,53.82,21.36,19.52,58.15,20.63,18.79,60.59,20.1,15.68,73.41,0.0,0.0,0.0,2018,5,27,6,0
15953,2018-05-27 7:00,21.17,54.12,21.43,19.83,58.61,20.67,18.85,63.0,19.98,16.65,69.29,0.0,0.0,0.0,2018,5,27,7,0
15955,2018-05-27 8:00,21.48,55.07,21.51,20.13,58.42,20.55,19.25,60.35,20.1,18.52,62.79,0.0,0.0,0.0,2018,5,27,8,0
15957,2018-05-27 9:00,21.75,52.63,21.58,20.71,55.46,20.59,20.23,57.6,20.1,19.65,53.45,0.0,0.0,0.0,2018,5,27,9,0
15959,2018-05-27 10:00,22.06,51.47,21.47,21.17,53.85,20.71,20.84,54.64,20.29,21.36,51.43,0.0,0.0,0.0,2018,5,27,10,0
15961,2018-05-27 11:00,22.58,49.21,21.74,22.0,50.27,20.78,21.66,51.77,20.52,22.15,47.62,0.0,0.0,0.0,2018,5,27,11,0
15963,2018-05-27 12:00,23.06,46.64,21.85,22.36,41.73,20.9,21.87,41.85,20.44,21.26,36.51,0.0,0.0,0.0,2018,5,27,12,0
15965,2018-05-27 13:00,23.37,40.72,22.0,22.79,36.66,21.09,22.45,35.9,20.67,22.45,31.78,0.0,0.0,0.0,2018,5,27,13,0
15967,2018-05-27 14:00,23.8,36.45,22.31,23.31,37.52,21.16,22.91,37.88,20.67,22.27,34.86,0.0,0.0,0.0,2018,5,27,14,0
15969,2018-05-27 15:00,24.04,31.56,22.42,23.46,34.07,21.13,22.85,35.32,20.67,21.6,36.29,0.0,0.0,0.0,2018,5,27,15,0
15971,2018-05-27 16:00,23.95,32.97,22.46,23.19,33.46,21.2,22.45,34.58,20.71,20.81,33.64,0.0,0.0,0.0,2018,5,27,16,0
15973,2018-05-27 17:00,23.83,32.39,22.31,22.94,33.12,21.09,22.27,35.26,20.71,21.48,34.58,0.0,0.0,0.0,2018,5,27,17,0
15975,2018-05-27 18:00,24.01,32.75,22.54,23.16,33.7,21.28,22.33,35.56,20.9,20.47,36.87,0.0,0.0,0.0,2018,5,27,18,0
15977,2018-05-27 19:00,23.71,36.02,22.39,23.03,35.71,21.16,21.81,39.29,20.71,18.97,44.05,0.0,0.0,0.0,2018,5,27,19,0
15979,2018-05-27 20:00,23.4,34.8,22.35,22.64,35.04,21.2,21.39,36.51,20.74,18.85,36.32,0.0,0.0,0.0,2018,5,27,20,0
15981,2018-05-27 21:00,23.16,37.0,22.27,22.03,39.35,21.16,20.84,43.99,20.59,17.69,49.02,0.0,0.0,0.0,2018,5,27,21,0
15983,2018-05-27 22:00,22.7,43.25,22.19,21.29,44.2,21.24,20.5,46.7,20.48,17.02,59.16,0.0,0.0,0.0,2018,5,27,22,0
15985,2018-05-27 23:00,22.42,48.87,21.97,21.02,47.19,21.05,20.01,48.53,20.48,16.72,51.47,0.0,0.0,0.0,2018,5,27,23,0
15987,2018-05-28 0:00,22.03,48.53,21.85,20.44,52.66,20.82,19.86,55.16,20.36,15.68,74.15,0.0,0.0,0.0,2018,5,28,0,0
15989,2018-05-28 1:00,21.72,53.51,21.47,20.01,57.69,20.71,19.31,58.94,20.17,15.83,72.16,0.0,0.0,0.0,2018,5,28,1,0
15991,2018-05-28 2:00,21.48,50.95,21.43,19.77,56.07,20.74,19.16,58.27,20.17,15.56,72.28,0.0,0.0,0.0,2018,5,28,2,0
15993,2018-05-28 3:00,21.29,53.36,21.36,19.34,59.95,20.52,18.55,63.28,20.06,14.7,79.91,0.0,0.0,0.0,2018,5,28,3,0
15995,2018-05-28 4:00,20.93,56.29,21.16,19.04,62.73,20.59,18.33,65.17,19.94,14.24,80.19,0.0,0.0,0.0,2018,5,28,4,0
15997,2018-05-28 5:00,20.59,57.2,21.05,18.49,64.62,20.36,17.97,66.33,19.68,13.6,83.42,0.0,0.0,0.0,2018,5,28,5,0
15999,2018-05-28 6:00,20.29,57.81,21.05,18.39,65.32,20.21,17.75,68.13,19.6,14.79,81.47,0.0,0.0,0.0,2018,5,28,6,0
16001,2018-05-28 7:00,20.59,58.06,21.01,19.07,62.79,20.25,18.24,65.78,19.75,19.34,59.43,0.0,0.0,0.0,2018,5,28,7,0
16003,2018-05-28 8:00,21.05,57.3,21.01,20.2,57.6,20.44,19.55,58.76,19.91,22.27,44.54,0.0,0.0,0.0,2018,5,28,8,0
16005,2018-05-28 9:00,21.54,51.83,21.24,20.87,53.3,20.59,20.99,53.75,20.21,24.19,42.46,0.0,0.0,0.0,2018,5,28,9,0
